"acquired","bankruptcy","company","company_name","description","ticker","industry_n","industry"
FALSE,FALSE,"TRANSDIGM GROUP INCORPORATED (TDG)","Transdigm Group Incorporated","TransDigm designs, produces and supplies proprietary components for use on commercial and military aircraft. Company products include mechanical/electro-mechanical actuators and controls, ignition systems and engine technology, pumps and valves, power conditioning devices, AC/DC electric motors and generators, batteries and chargers, latching and locking devices, cockpit security systems, and aircraft audio systems.","TDG","industry_1","equipment"
FALSE,FALSE,"TERADATA CORPORATION (TDC)","Teradata Corporation","Teradata provides software, hardware, and consulting services for enterprise data warehousing, integration, and business intelligence.","TDC","industry_1","IT services"
FALSE,FALSE,"MOLSON COORS BREWING COMPANY (TAP)","Molson Coors Brewing Company","The company is a beer brewer with a portfolio of brands that includes Carling, Coors Light, Molson Canadian and Staropramen. 
Molson and Coors were founded in 1786 and 1873, respectively.","TAP","industry_1","consumer goods"
FALSE,FALSE,"AT&T INC. (T)","At&T Inc.","AT&T provides wireless communications, broadband Internet, digital video services, and local and long-distance telephone services to consumers in the U.S., Mexico and Latin America and to businesses worldwide.","T","industry_1","telecommunications"
FALSE,FALSE,"SYSCO CORPORATION (SYY)","Sysco Corporation","Sysco is a North American distributor of food and related products to restaurants, healthcare and educational facilities, lodging establishments and other foodservice customers.","SYY","industry_1","business services"
TRUE,FALSE,"SYNTEL, INC. (SYNT)","Syntel, Inc.","Acquired by Atos in 2018, Syntel provided digital transformation, information technology and knowledge process outsourcing services to enterprises in the Banking and Financial Services, Healthcare and Life Sciences, Insurance, and other industries.","SYNT","industry_1","business services"
FALSE,FALSE,"SYMANTEC CORPORATION (SYMC)","Symantec Corporation","Symantec provides online security products to consumers and enterprises.","SYMC","industry_1","software"
FALSE,FALSE,"STRYKER CORPORATION (SYK)","Stryker Corporation","Stryker is a medical technology company. Its products include implants used in joint replacement and trauma surgeries; surgical equipment and surgical navigation systems; endoscopic and communications systems; patient handling equipment; and neurosurgical, neurovascular and spinal devices.","SYK","industry_1","health care"
FALSE,FALSE,"SYNCHRONY FINANCIAL (SYF)","Synchrony Financial","Synchrony offers consumer credit products, such as private label credit cards, through retailer and manufacturer partners such as Lowe’s, Walmart, Amazon and Ethan Allen.","SYF","industry_1","financial company"
FALSE,FALSE,"SAFEWAY INC. (SWY)","Safeway Inc.","","SWY","industry_1","consumer goods"
FALSE,FALSE,"SOUTHWESTERN ENERGY COMPANY (SWN)","Southwestern Energy Company","Southwestern is an oil and gas exploration and production company operating predominantly in the U.S.","SWN","industry_1","energy"
FALSE,FALSE,"SKYWORKS SOLUTIONS, INC. (SWKS)","Skyworks Solutions, Inc.","Skyworks makes analog semiconductors for the automotive, communications, industrial, medical, and military applications.","SWKS","industry_1","hardware"
FALSE,FALSE,"STANLEY BLACK & DECKER, INC. (SWK)","Stanley Black & Decker, Inc.","The company is a diversified global provider of hand tools, power tools and accessories, mechanical access solutions such as automatic doors and commercial locking systems, electronic security and monitoring systems, healthcare solutions, and other products and services for industrial applications.","SWK","industry_1","manufacturing"
TRUE,FALSE,"SUPERVALU INC. (SVU)","Supervalu Inc.","Acquired in 2018, SUPERVALU was a successor to two firms established in the 1870s. Supervalu was a wholesale grocery distributor to independent retail customers in the U.S., and a discount grocery retailer under the Save-A-Lot store name.","SVU","industry_1","retail"
FALSE,TRUE,"SUNEDISON, INC. (SUNEQ)","Sunedison, Inc.","SunEdison filed for Chapter 11 bankruptcy in 2016. Prior to bankruptcy, the company developed photovoltaic energy solutions, and owned and operated solar power plants","SUNEQ","industry_1","hardware"
TRUE,FALSE,"SUNOCO INC (SUN)","Sunoco Inc","Acquired by Energy Transfer Partners, L.P. in 2012, Sunoco was principally a petroleum refiner and marketer, and chemicals manufacturer","SUN","industry_1","energy"
FALSE,FALSE,"CONSTELLATION BRANDS, INC. (STZ)","Constellation Brands, Inc.","Constellation Brands sells alcoholic beverages, including beer, wine, and spirits in the U.S. and Canada.","STZ","industry_1","consumer goods"
FALSE,FALSE,"SEAGATE TECHNOLOGY PUBLIC LIMITED COMPANY (STX)","Seagate Technology Public Limited Company","Seagate provides hard disk drives and other electronic data storage products including solid state hybrid drives, solid state drives, PCIe cards and SATA controllers.","STX","industry_1","hardware"
FALSE,FALSE,"STATE STREET CORPORATION (STT)","State Street Corporation","The company conducts its business primarily through State Street Bank, which traces its beginnings to the founding of the Union Bank in 1792. State Street Bank operates as a specialized bank, referred to as a trust or custody bank, that services and manages assets on behalf of its institutional clients, which include mutual funds, collective investment funds and other investment pools, corporate and public retirement plans, insurance comp","STT","industry_1","banking"
TRUE,FALSE,"QUESTAR CORPORATION (STR)","Questar Corporation","Questar develops and produces natural gas, operates interstate gas pipelines and storage facilities, and provides retail natural gas distribution in Utah, Wyoming and Idaho.","STR","industry_1","energy"
TRUE,FALSE,"ST. JUDE MEDICAL, INC. (STJ)","St. Jude Medical, Inc.","Acquired by Abbott Laboratories in 2017, St. Jude Medical developed, manufactured and distributed cardiovascular medical devices for cardiac rhythm management and cardiovascular and atrial fibrillation therapy, and interventional pain therapy and neurostimulation devices for the management of chronic pain and movement disorders.","STJ","industry_1","health care"
FALSE,FALSE,"SUNTRUST BANKS, INC. (STI)","Suntrust Banks, Inc.","SunTrust Banks provides consumer banking, private wealth management, wholesale and mortgage banking services in the South-Eastern and Mid-Atlantic regions of the U.S.","STI","industry_1","banking"
FALSE,FALSE,"THE E. W. SCRIPPS COMPANY (SSP)","The E. W. Scripps Company","Scripps serves audiences and businesses through a portfolio of TV, radio and digital media brands, as well as local and national digital journalism and information businesses","SSP","industry_1","media"
FALSE,FALSE,"SEMPRA ENERGY (SRE)","Sempra Energy","Sempra Energy is a holding company for regulated utilities that provide electricity and gas in Southern California.","SRE","industry_1","utility"
FALSE,FALSE,"STERICYCLE, INC. (SRCL)","Stericycle, Inc.","Stericycle provides collection, processing, and disposal services for regulated and specialized waste, such as medical, pharmaceutical, or hazardous waste, and secure destruction of documents and e-media. The company has worldwide processing and service facilities, and transfer sites.","SRCL","industry_1","business services"
TRUE,FALSE,"STAPLES, INC. (SPLS)","Staples, Inc.","Acquired in 2017, Staples sold office supplies, business technology products, facilities supplies, copy and print services, and office furniture through retail stores, direct sales, and online.","SPLS","industry_1","retail"
FALSE,FALSE,"S&P GLOBAL INC. (SPGI)","S&P Global Inc.","S&P Global provides ratings, benchmarks, analytics and data to the capital and commodity markets worldwide.","SPGI","industry_1","media"
FALSE,FALSE,"SIMON PROPERTY GROUP, INC. (SPG)","Simon Property Group, Inc.","Simon is a self-administered and self-managed real estate investment trust (REIT) that owns, develops and manages retail mail real estate properties.","SPG","industry_1","real estate"
TRUE,FALSE,"SOVEREIGN BANCORP, INC. (SOV)","Sovereign Bancorp, Inc.","Acquired by Santander in 2008, Sovereign Bank was a savings bank attracting deposits from a network of community banking offices, and originating small business and middle market commercial loans, multi-family loans, residential mortgage loans, home equity loans and lines of credit, and auto and other consumer loans in the communities served by those offices.","SOV","industry_1","banking"
FALSE,FALSE,"THE SOUTHERN COMPANY (SO)","The Southern Company","Southern Company owns public utilities supplying electricity in Alabama, Georgia, Florida, and Mississippi.","SO","industry_1","utility"
FALSE,FALSE,"SYNOPSYS, INC. (SNPS)","Synopsys, Inc.","Synopsys provides electronic design automation software and pre-designed circuits to customers who design and test integrated circuits.","SNPS","industry_1","software"
TRUE,FALSE,"SCRIPPS NETWORKS INTERACTIVE, INC. (SNI)","Scripps Networks Interactive, Inc.","Scripps developers lifestyle-oriented content for television and internet, including HGTV, Food Network, Travel Channel, DIY Network, Cooking Channel and Great American Country TV networks in the U.S.","SNI","industry_1","media"
TRUE,FALSE,"SANDISK CORP (SNDK)","Sandisk Corp","Acquired by Western Digital in 2015, SanDisk was a supplier of NAND flash storage card products.","SNDK","industry_1","hardware"
FALSE,FALSE,"SNAP-ON INCORPORATED (SNA)","Snap-On Incorporated","Snap-on manufactures and markets hand and power tools, tool storage, diagnostics software, information and management systems, shop equipment and other solutions for vehicle dealerships and repair centers, as well as for other industrial customers.","SNA","industry_1","equipment"
FALSE,FALSE,"SLM CORPORATION (SLM)","Slm Corporation","SLM Corporation, commonly known as Sallie Mae, is a federally chartered government sponsored enterprise, with the goal of furthering access to higher education by providing liquidity to the education loan marketplace. The company originates and services private education Loans.","SLM","industry_1","financial company"
FALSE,FALSE,"SL GREEN REALTY CORP. (SLG)","Sl Green Realty Corp.","SL Green is real estate investment trust (REIT) that develops and manages office properties in the New York Metropolitan area.","SLG","industry_1","real estate"
FALSE,FALSE,"SCHLUMBERGER LIMITED (SLB)","Schlumberger Limited","Founded in 1926, Schlumberger is a supplier of technology, project management and information solutions to the oil and gas exploration and production industry.","SLB","industry_1","engineering and construction"
FALSE,FALSE,"THE J. M. SMUCKER COMPANY (SJM)","The J. M. Smucker Company","Smucker’s was established in 1897. The company manufactures and markets branded coffee, pet food, peanut butter, fruit spreads, shortening and oils, baking mixes and ready-to-spread frostings, frozen sandwiches, flour and baking ingredients, juices and beverages worldwide.","SJM","industry_1","consumer goods"
FALSE,FALSE,"SITE CENTERS CORP. (SITC)","Site Centers Corp.","SITE Centers Corp. (formerly DDR Corp.) is a Real Estate Investment Trust (REIT) in the business of acquiring, owning, developing, and managing shopping centers.","SITC","industry_1","real estate"
